carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-30T12:38:20,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-30 12:39:54
HLM,2026-05-30T12:38:19,583,170,C,0.2915951972555746,0.7084048027444254,Medium Risk,2026-05-30 12:39:54
RHM,2026-05-30T12:38:20,329,119,C,0.3617021276595745,0.6382978723404256,Low Risk,2026-05-30 12:39:54
BM29,2026-05-30T12:38:19,96,0,C,0.0,1.0,High Risk,2026-05-30 12:39:54
Q81,2026-05-30T12:38:42,97,18,C,0.18556701030927836,0.8144329896907216,Medium Risk,2026-05-30 12:39:54
C20,2026-05-30T12:38:26,176,1,C,0.005681818181818182,0.9943181818181818,High Risk,2026-05-30 12:39:54
FR3M,2026-05-30T12:38:34,228,120,C,0.5263157894736842,0.4736842105263158,Low Risk,2026-05-30 12:39:54
ACE,2026-05-30T12:38:20,485,419,C,0.8639175257731959,0.13608247422680408,Low Risk,2026-05-30 12:39:54
C6,2026-05-30T12:38:39,332,125,C,0.37650602409638556,0.6234939759036144,Low Risk,2026-05-30 12:39:54
TG2,2026-05-30T12:38:40,273,141,C,0.5164835164835165,0.48351648351648346,Low Risk,2026-05-30 12:39:54
BP1,2026-05-30T12:38:34,577,348,C,0.6031195840554593,0.3968804159445407,Low Risk,2026-05-30 12:39:54
TG1,2026-05-30T12:38:38,133,96,C,0.7218045112781954,0.27819548872180455,Low Risk,2026-05-30 12:39:54
TGM2,2026-05-30T12:38:40,189,126,C,0.6666666666666666,0.33333333333333337,Low Risk,2026-05-30 12:39:54
TE14,2026-05-30T12:38:31,105,49,C,0.4666666666666667,0.5333333333333333,Low Risk,2026-05-30 12:39:54
BM3,2026-05-30T12:38:34,5,0,C,0.0,1.0,High Risk,2026-05-30 12:39:54
W93,2026-05-30T12:36:08,375,281,C,0.7493333333333333,0.2506666666666667,Low Risk,2026-05-30 12:39:54
HG44,2026-05-30T12:37:50,155,0,C,0.0,1.0,High Risk,2026-05-30 12:39:54
HG64,2026-05-30T12:37:53,82,0,C,0.0,1.0,High Risk,2026-05-30 12:39:54
PM27,2026-05-30T12:37:32,326,224,C,0.6871165644171779,0.31288343558282206,Low Risk,2026-05-30 12:39:54
PM28,2026-05-30T12:36:57,309,160,C,0.517799352750809,0.482200647249191,Low Risk,2026-05-30 12:39:54
TM36,2026-05-30T12:35:54,225,120,C,0.5333333333333333,0.4666666666666667,Low Risk,2026-05-30 12:39:54
TM37,2026-05-30T12:35:38,244,154,C,0.6311475409836066,0.3688524590163934,Low Risk,2026-05-30 12:39:54
T50,2026-05-30T12:36:49,350,171,C,0.48857142857142855,0.5114285714285715,Low Risk,2026-05-30 12:39:54
