carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-28T22:08:29,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-28 22:10:32
HLM,2026-05-28T22:08:42,583,471,C,0.8078902229845626,0.1921097770154374,Low Risk,2026-05-28 22:10:32
RHM,2026-05-28T22:08:29,329,160,C,0.48632218844984804,0.5136778115501519,Low Risk,2026-05-28 22:10:32
BM29,2026-05-28T22:09:06,96,64,C,0.6666666666666666,0.33333333333333337,Low Risk,2026-05-28 22:10:32
Q81,2026-05-28T22:09:06,97,71,C,0.7319587628865979,0.2680412371134021,Low Risk,2026-05-28 22:10:32
C20,2026-05-28T22:08:56,176,139,C,0.7897727272727273,0.2102272727272727,Low Risk,2026-05-28 22:10:32
FR3M,2026-05-28T22:09:04,228,179,C,0.7850877192982456,0.2149122807017544,Low Risk,2026-05-28 22:10:32
ACE,2026-05-28T22:08:43,485,447,C,0.9216494845360824,0.07835051546391758,Low Risk,2026-05-28 22:10:32
C6,2026-05-28T22:08:46,332,128,C,0.3855421686746988,0.6144578313253012,Low Risk,2026-05-28 22:10:32
TG2,2026-05-28T22:09:00,273,98,C,0.358974358974359,0.641025641025641,Low Risk,2026-05-28 22:10:32
BP1,2026-05-28T22:08:38,577,291,C,0.5043327556325823,0.4956672443674177,Low Risk,2026-05-28 22:10:32
TG1,2026-05-28T22:08:57,133,73,C,0.5488721804511278,0.45112781954887216,Low Risk,2026-05-28 22:10:32
TGM2,2026-05-28T22:09:00,189,116,C,0.6137566137566137,0.3862433862433863,Low Risk,2026-05-28 22:10:32
TE14,2026-05-28T22:09:04,105,40,C,0.38095238095238093,0.6190476190476191,Low Risk,2026-05-28 22:10:32
BM3,2026-05-28T22:08:55,5,0,C,0.0,1.0,High Risk,2026-05-28 22:10:32
W93,2026-05-28T22:06:11,375,228,C,0.608,0.392,Low Risk,2026-05-28 22:10:32
HG44,2026-05-28T22:08:47,155,38,C,0.24516129032258063,0.7548387096774194,Medium Risk,2026-05-28 22:10:32
HG64,2026-05-28T22:08:49,82,36,C,0.43902439024390244,0.5609756097560976,Low Risk,2026-05-28 22:10:32
PM27,2026-05-28T22:08:54,326,147,C,0.450920245398773,0.5490797546012269,Low Risk,2026-05-28 22:10:32
PM28,2026-05-28T22:08:49,309,113,C,0.3656957928802589,0.6343042071197411,Low Risk,2026-05-28 22:10:32
TM36,2026-05-28T22:08:44,225,74,C,0.3288888888888889,0.6711111111111111,Low Risk,2026-05-28 22:10:32
TM37,2026-05-28T22:03:26,244,93,C,0.38114754098360654,0.6188524590163935,Low Risk,2026-05-28 22:10:32
T50,2026-05-28T22:08:14,350,136,C,0.38857142857142857,0.6114285714285714,Low Risk,2026-05-28 22:10:32
T51,2026-05-28T22:08:56,346,86,C,0.24855491329479767,0.7514450867052023,Medium Risk,2026-05-28 22:10:32
TM43,2026-05-28T22:08:43,247,189,C,0.7651821862348178,0.23481781376518218,Low Risk,2026-05-28 22:10:32
