carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-30T23:48:04,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-30 23:48:54
HLM,2026-05-30T23:47:36,583,497,C,0.8524871355060034,0.1475128644939966,Low Risk,2026-05-30 23:48:54
RHM,2026-05-30T23:48:04,329,156,C,0.47416413373860183,0.5258358662613982,Low Risk,2026-05-30 23:48:54
BM29,2026-05-30T23:48:01,96,79,C,0.8229166666666666,0.17708333333333337,Low Risk,2026-05-30 23:48:54
Q81,2026-05-30T23:47:57,97,85,C,0.8762886597938144,0.12371134020618557,Low Risk,2026-05-30 23:48:54
C20,2026-05-30T23:47:38,176,153,C,0.8693181818181818,0.13068181818181823,Low Risk,2026-05-30 23:48:54
FR3M,2026-05-30T23:47:54,228,174,C,0.7631578947368421,0.23684210526315785,Low Risk,2026-05-30 23:48:54
ACE,2026-05-30T23:48:00,485,453,C,0.934020618556701,0.06597938144329896,Low Risk,2026-05-30 23:48:54
C6,2026-05-30T23:47:50,332,129,C,0.3885542168674699,0.6114457831325302,Low Risk,2026-05-30 23:48:54
TG2,2026-05-30T23:47:52,273,90,C,0.32967032967032966,0.6703296703296704,Low Risk,2026-05-30 23:48:54
BP1,2026-05-30T23:47:45,577,308,C,0.5337954939341422,0.46620450606585784,Low Risk,2026-05-30 23:48:54
TG1,2026-05-30T23:47:49,133,70,C,0.5263157894736842,0.4736842105263158,Low Risk,2026-05-30 23:48:54
TGM2,2026-05-30T23:47:52,189,114,C,0.6031746031746031,0.39682539682539686,Low Risk,2026-05-30 23:48:54
TE14,2026-05-30T23:47:51,105,25,C,0.23809523809523808,0.7619047619047619,Medium Risk,2026-05-30 23:48:54
BM3,2026-05-30T23:47:46,5,0,C,0.0,1.0,High Risk,2026-05-30 23:48:54
W93,2026-05-30T23:45:09,375,246,C,0.656,0.344,Low Risk,2026-05-30 23:48:54
HG44,2026-05-30T23:47:35,155,30,C,0.1935483870967742,0.8064516129032258,Medium Risk,2026-05-30 23:48:54
HG64,2026-05-30T23:47:50,82,42,C,0.5121951219512195,0.4878048780487805,Low Risk,2026-05-30 23:48:54
PM27,2026-05-30T23:44:54,326,146,C,0.44785276073619634,0.5521472392638036,Low Risk,2026-05-30 23:48:54
