carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-24T19:48:03,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-24 19:49:41
HLM,2026-05-24T19:48:20,583,389,C,0.6672384219554031,0.33276157804459694,Low Risk,2026-05-24 19:49:41
RHM,2026-05-24T19:48:03,329,136,C,0.4133738601823708,0.5866261398176291,Low Risk,2026-05-24 19:49:41
BM29,2026-05-24T19:48:15,96,39,C,0.40625,0.59375,Low Risk,2026-05-24 19:49:41
Q81,2026-05-24T19:48:20,97,58,C,0.5979381443298969,0.4020618556701031,Low Risk,2026-05-24 19:49:41
C20,2026-05-24T19:48:20,176,58,C,0.32954545454545453,0.6704545454545454,Low Risk,2026-05-24 19:49:41
FR3M,2026-05-24T19:48:06,228,168,C,0.7368421052631579,0.26315789473684215,Low Risk,2026-05-24 19:49:41
ACE,2026-05-24T19:48:19,485,456,C,0.9402061855670103,0.0597938144329897,Low Risk,2026-05-24 19:49:41
C6,2026-05-24T19:48:11,332,128,C,0.3855421686746988,0.6144578313253012,Low Risk,2026-05-24 19:49:41
TG2,2026-05-24T19:46:54,273,104,C,0.38095238095238093,0.6190476190476191,Low Risk,2026-05-24 19:49:41
BP1,2026-05-24T19:48:26,577,317,C,0.5493934142114385,0.4506065857885615,Low Risk,2026-05-24 19:49:41
TG1,2026-05-24T19:46:44,133,81,C,0.6090225563909775,0.39097744360902253,Low Risk,2026-05-24 19:49:41
TGM2,2026-05-24T19:46:54,189,128,C,0.6772486772486772,0.3227513227513228,Low Risk,2026-05-24 19:49:41
TE14,2026-05-24T19:46:54,105,41,C,0.3904761904761905,0.6095238095238096,Low Risk,2026-05-24 19:49:41
BM3,2026-05-24T19:48:23,5,0,C,0.0,1.0,High Risk,2026-05-24 19:49:41
W93,2026-05-24T19:45:27,375,240,C,0.64,0.36,Low Risk,2026-05-24 19:49:41
HG44,2026-05-24T19:47:17,155,24,C,0.15483870967741936,0.8451612903225807,Medium Risk,2026-05-24 19:49:41
HG64,2026-05-24T19:47:40,82,14,C,0.17073170731707318,0.8292682926829268,Medium Risk,2026-05-24 19:49:41
PM27,2026-05-24T19:45:46,326,130,C,0.3987730061349693,0.6012269938650308,Low Risk,2026-05-24 19:49:41
PM28,2026-05-24T19:45:32,309,118,C,0.3818770226537217,0.6181229773462783,Low Risk,2026-05-24 19:49:41
TM36,2026-05-24T19:43:42,225,105,C,0.4666666666666667,0.5333333333333333,Low Risk,2026-05-24 19:49:41
TM37,2026-05-24T19:43:44,244,120,C,0.4918032786885246,0.5081967213114754,Low Risk,2026-05-24 19:49:41
T50,2026-05-24T19:45:53,350,142,C,0.4057142857142857,0.5942857142857143,Low Risk,2026-05-24 19:49:41
T51,2026-05-24T19:46:57,346,85,C,0.24566473988439305,0.7543352601156069,Medium Risk,2026-05-24 19:49:41
TM43,2026-05-24T19:46:59,247,162,C,0.6558704453441295,0.3441295546558705,Low Risk,2026-05-24 19:49:41
T15,2026-05-24T19:46:59,30,9,C,0.3,0.7,Low Risk,2026-05-24 19:49:41
T16,2026-05-24T19:44:49,109,36,C,0.3302752293577982,0.6697247706422018,Low Risk,2026-05-24 19:49:41
T17,2026-05-24T19:46:52,228,96,C,0.42105263157894735,0.5789473684210527,Low Risk,2026-05-24 19:49:41
T18,2026-05-24T19:46:56,81,26,C,0.32098765432098764,0.6790123456790124,Low Risk,2026-05-24 19:49:41
B9,2026-05-24T19:47:38,213,135,C,0.6338028169014085,0.3661971830985915,Low Risk,2026-05-24 19:49:41
B10,2026-05-24T19:48:20,516,167,C,0.3236434108527132,0.6763565891472868,Low Risk,2026-05-24 19:49:41
W92,2026-05-24T19:45:26,280,128,C,0.45714285714285713,0.5428571428571429,Low Risk,2026-05-24 19:49:41
WCB,2026-05-24T19:32:21,143,37,C,0.25874125874125875,0.7412587412587412,Medium Risk,2026-05-24 19:49:41
ACB,2026-05-24T19:41:50,91,25,C,0.27472527472527475,0.7252747252747253,Medium Risk,2026-05-24 19:49:41
CY,2026-05-24T19:41:50,36,9,C,0.25,0.75,Medium Risk,2026-05-24 19:49:41
AM46,2026-05-24T19:36:51,403,132,C,0.32754342431761785,0.6724565756823822,Low Risk,2026-05-24 19:49:41
A12,2026-05-24T19:48:21,194,105,C,0.5412371134020618,0.4587628865979382,Low Risk,2026-05-24 19:49:41
BE45,2026-05-24T19:48:13,363,95,C,0.26170798898071623,0.7382920110192838,Medium Risk,2026-05-24 19:49:41
BE39,2026-05-24T19:48:22,705,254,C,0.36028368794326243,0.6397163120567375,Low Risk,2026-05-24 19:49:41
W74,2026-05-24T19:45:29,365,217,C,0.5945205479452055,0.4054794520547945,Low Risk,2026-05-24 19:49:41
Y79M,2026-05-24T19:45:55,453,262,C,0.5783664459161147,0.42163355408388525,Low Risk,2026-05-24 19:49:41
CR29,2026-05-24T19:45:54,72,8,C,0.1111111111111111,0.8888888888888888,Medium Risk,2026-05-24 19:49:41
KLM,2026-05-24T19:46:53,348,233,C,0.6695402298850575,0.33045977011494254,Low Risk,2026-05-24 19:49:41
SE34,2026-05-24T19:47:04,270,119,C,0.44074074074074077,0.5592592592592592,Low Risk,2026-05-24 19:49:41
KB7,2026-05-24T19:42:48,65,63,C,0.9692307692307692,0.03076923076923077,Low Risk,2026-05-24 19:49:41
SE31,2026-05-24T19:46:54,187,21,C,0.11229946524064172,0.8877005347593583,Medium Risk,2026-05-24 19:49:41
J56,2026-05-24T19:46:39,15,7,C,0.4666666666666667,0.5333333333333333,Low Risk,2026-05-24 19:49:41
J57,2026-05-24T19:45:34,363,281,C,0.7741046831955923,0.22589531680440766,Low Risk,2026-05-24 19:49:41
J57L,2026-05-24T19:45:34,13,10,C,0.7692307692307693,0.23076923076923073,Low Risk,2026-05-24 19:49:41
J33,2026-05-24T19:46:55,136,70,C,0.5147058823529411,0.4852941176470589,Low Risk,2026-05-24 19:49:41
J34,2026-05-24T19:42:36,105,45,C,0.42857142857142855,0.5714285714285714,Low Risk,2026-05-24 19:49:41
BL8,2026-05-24T19:45:59,657,149,C,0.2267884322678843,0.7732115677321156,Medium Risk,2026-05-24 19:49:41
J36,2026-05-24T19:45:53,491,184,C,0.37474541751527496,0.6252545824847251,Low Risk,2026-05-24 19:49:41
J54,2026-05-24T19:45:53,184,23,C,0.125,0.875,Medium Risk,2026-05-24 19:49:41
J55,2026-05-24T19:46:47,132,46,C,0.3484848484848485,0.6515151515151515,Low Risk,2026-05-24 19:49:41
J43,2026-05-24T19:44:58,190,74,C,0.3894736842105263,0.6105263157894737,Low Risk,2026-05-24 19:49:41
J46,2026-05-24T19:46:57,63,14,C,0.2222222222222222,0.7777777777777778,Medium Risk,2026-05-24 19:49:41
KB1,2026-05-24T19:39:26,239,238,C,0.99581589958159,0.004184100418409997,Low Risk,2026-05-24 19:49:41
GBM,2026-05-24T19:32:23,677,676,C,0.9985228951255539,0.001477104874446078,Low Risk,2026-05-24 19:49:41
SE14,2026-05-24T19:48:17,187,76,C,0.40641711229946526,0.5935828877005347,Low Risk,2026-05-24 19:49:41
SE50,2026-05-24T19:46:47,591,417,C,0.7055837563451777,0.29441624365482233,Low Risk,2026-05-24 19:49:41
J40,2026-05-24T19:47:25,206,61,C,0.2961165048543689,0.7038834951456311,Medium Risk,2026-05-24 19:49:41
JM1,2026-05-24T19:47:17,268,179,C,0.667910447761194,0.332089552238806,Low Risk,2026-05-24 19:49:41
J32,2026-05-24T19:47:17,199,105,C,0.5276381909547738,0.4723618090452262,Low Risk,2026-05-24 19:49:41
A11,2026-05-24T19:48:10,410,241,C,0.5878048780487805,0.41219512195121955,Low Risk,2026-05-24 19:49:41
TR1,2026-05-24T19:46:57,361,125,C,0.3462603878116344,0.6537396121883656,Low Risk,2026-05-24 19:49:41
JBM,2026-05-24T19:48:03,328,244,C,0.7439024390243902,0.25609756097560976,Low Risk,2026-05-24 19:49:41
TE2,2026-05-24T19:48:07,213,167,C,0.784037558685446,0.215962441314554,Low Risk,2026-05-24 19:49:41
CR31,2026-05-24T19:46:24,87,20,C,0.22988505747126436,0.7701149425287357,Medium Risk,2026-05-24 19:49:41
J1,2026-05-24T19:47:49,368,193,C,0.5244565217391305,0.4755434782608695,Low Risk,2026-05-24 19:49:41
J2,2026-05-24T19:47:23,200,71,C,0.355,0.645,Low Risk,2026-05-24 19:49:41
J3,2026-05-24T19:47:53,308,183,C,0.5941558441558441,0.4058441558441559,Low Risk,2026-05-24 19:49:41
T37,2026-05-24T19:46:59,1163,545,C,0.468615649183147,0.531384350816853,Low Risk,2026-05-24 19:49:41
