carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-25T21:45:26,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-25 21:46:22
HLM,2026-05-25T21:44:53,583,480,C,0.823327615780446,0.176672384219554,Low Risk,2026-05-25 21:46:22
RHM,2026-05-25T21:45:26,329,162,C,0.49240121580547114,0.5075987841945289,Low Risk,2026-05-25 21:46:22
BM29,2026-05-25T21:45:09,96,60,C,0.625,0.375,Low Risk,2026-05-25 21:46:22
Q81,2026-05-25T21:45:19,97,76,C,0.7835051546391752,0.21649484536082475,Low Risk,2026-05-25 21:46:22
C20,2026-05-25T21:45:06,176,127,C,0.7215909090909091,0.27840909090909094,Low Risk,2026-05-25 21:46:22
FR3M,2026-05-25T21:45:19,228,173,C,0.7587719298245614,0.24122807017543857,Low Risk,2026-05-25 21:46:22
ACE,2026-05-25T21:45:21,485,456,C,0.9402061855670103,0.0597938144329897,Low Risk,2026-05-25 21:46:22
C6,2026-05-25T21:45:09,332,124,C,0.37349397590361444,0.6265060240963856,Low Risk,2026-05-25 21:46:22
TG2,2026-05-25T21:45:10,273,111,C,0.4065934065934066,0.5934065934065934,Low Risk,2026-05-25 21:46:22
BP1,2026-05-25T21:45:16,577,294,C,0.5095320623916811,0.49046793760831886,Low Risk,2026-05-25 21:46:22
TG1,2026-05-25T21:45:11,133,73,C,0.5488721804511278,0.45112781954887216,Low Risk,2026-05-25 21:46:22
TGM2,2026-05-25T21:45:10,189,103,C,0.544973544973545,0.455026455026455,Low Risk,2026-05-25 21:46:22
TE14,2026-05-25T21:44:52,105,35,C,0.3333333333333333,0.6666666666666667,Low Risk,2026-05-25 21:46:22
BM3,2026-05-25T21:45:06,5,0,C,0.0,1.0,High Risk,2026-05-25 21:46:22
W93,2026-05-25T21:42:24,375,231,C,0.616,0.384,Low Risk,2026-05-25 21:46:22
HG44,2026-05-25T21:44:51,155,12,C,0.07741935483870968,0.9225806451612903,High Risk,2026-05-25 21:46:22
HG64,2026-05-25T21:44:22,82,46,C,0.5609756097560976,0.4390243902439024,Low Risk,2026-05-25 21:46:22
PM27,2026-05-25T21:43:40,326,145,C,0.4447852760736196,0.5552147239263804,Low Risk,2026-05-25 21:46:22
PM28,2026-05-25T21:44:33,309,110,C,0.3559870550161812,0.6440129449838188,Low Risk,2026-05-25 21:46:22
TM36,2026-05-25T21:40:47,225,88,C,0.39111111111111113,0.6088888888888888,Low Risk,2026-05-25 21:46:22
TM37,2026-05-25T21:41:48,244,81,C,0.3319672131147541,0.6680327868852459,Low Risk,2026-05-25 21:46:22
T50,2026-05-25T21:39:58,350,128,C,0.3657142857142857,0.6342857142857143,Low Risk,2026-05-25 21:46:22
T51,2026-05-25T21:42:55,346,75,C,0.21676300578034682,0.7832369942196532,Medium Risk,2026-05-25 21:46:22
TM43,2026-05-25T21:41:59,247,175,C,0.708502024291498,0.291497975708502,Low Risk,2026-05-25 21:46:22
T15,2026-05-25T21:43:34,30,10,C,0.3333333333333333,0.6666666666666667,Low Risk,2026-05-25 21:46:22
T16,2026-05-25T21:42:53,109,43,C,0.3944954128440367,0.6055045871559632,Low Risk,2026-05-25 21:46:22
T17,2026-05-25T21:43:19,228,99,C,0.4342105263157895,0.5657894736842105,Low Risk,2026-05-25 21:46:22
T18,2026-05-25T21:43:48,81,0,C,0.0,1.0,High Risk,2026-05-25 21:46:22
B9,2026-05-25T21:44:19,213,136,C,0.6384976525821596,0.3615023474178404,Low Risk,2026-05-25 21:46:22
B10,2026-05-25T21:44:14,516,234,C,0.45348837209302323,0.5465116279069768,Low Risk,2026-05-25 21:46:22
W92,2026-05-25T21:42:13,280,99,C,0.3535714285714286,0.6464285714285714,Low Risk,2026-05-25 21:46:22
WCB,2026-05-25T21:41:49,143,62,C,0.43356643356643354,0.5664335664335665,Low Risk,2026-05-25 21:46:22
ACB,2026-05-25T21:43:46,91,58,C,0.6373626373626373,0.3626373626373627,Low Risk,2026-05-25 21:46:22
CY,2026-05-25T21:43:46,36,13,C,0.3611111111111111,0.6388888888888888,Low Risk,2026-05-25 21:46:22
AM46,2026-05-25T21:30:51,403,105,C,0.26054590570719605,0.739454094292804,Medium Risk,2026-05-25 21:46:22
A12,2026-05-25T21:45:13,194,111,C,0.5721649484536082,0.4278350515463918,Low Risk,2026-05-25 21:46:22
BE45,2026-05-25T21:45:12,363,66,C,0.18181818181818182,0.8181818181818181,Medium Risk,2026-05-25 21:46:22
BE39,2026-05-25T21:45:17,705,184,C,0.26099290780141843,0.7390070921985816,Medium Risk,2026-05-25 21:46:22
W74,2026-05-25T21:42:15,365,194,C,0.5315068493150685,0.46849315068493147,Low Risk,2026-05-25 21:46:22
Y79M,2026-05-25T21:42:58,453,224,C,0.49448123620309054,0.5055187637969094,Low Risk,2026-05-25 21:46:22
CR29,2026-05-25T21:43:48,72,19,C,0.2638888888888889,0.7361111111111112,Medium Risk,2026-05-25 21:46:22
KLM,2026-05-25T21:43:48,348,275,C,0.7902298850574713,0.20977011494252873,Low Risk,2026-05-25 21:46:22
SE34,2026-05-25T21:44:59,270,70,C,0.25925925925925924,0.7407407407407407,Medium Risk,2026-05-25 21:46:22
KB7,2026-05-25T21:38:51,65,63,C,0.9692307692307692,0.03076923076923077,Low Risk,2026-05-25 21:46:22
SE31,2026-05-25T21:44:51,187,25,C,0.13368983957219252,0.8663101604278075,Medium Risk,2026-05-25 21:46:22
J56,2026-05-25T21:42:55,15,5,C,0.3333333333333333,0.6666666666666667,Low Risk,2026-05-25 21:46:22
J57,2026-05-25T21:43:35,363,330,C,0.9090909090909091,0.09090909090909094,Low Risk,2026-05-25 21:46:22
J57L,2026-05-25T21:43:35,13,12,C,0.9230769230769231,0.07692307692307687,Low Risk,2026-05-25 21:46:22
J33,2026-05-25T21:40:19,136,67,C,0.49264705882352944,0.5073529411764706,Low Risk,2026-05-25 21:46:22
J34,2026-05-25T21:41:22,105,38,C,0.3619047619047619,0.638095238095238,Low Risk,2026-05-25 21:46:22
BL8,2026-05-25T21:43:55,657,309,C,0.4703196347031963,0.5296803652968036,Low Risk,2026-05-25 21:46:22
J36,2026-05-25T21:43:10,491,151,C,0.3075356415478615,0.6924643584521385,Low Risk,2026-05-25 21:46:22
J54,2026-05-25T21:42:37,184,87,C,0.47282608695652173,0.5271739130434783,Low Risk,2026-05-25 21:46:22
J55,2026-05-25T21:42:15,132,80,C,0.6060606060606061,0.3939393939393939,Low Risk,2026-05-25 21:46:22
