carpark_number,update_datetime,total_lots,lots_available,lot_type,availability_rate,parking_pressure,risk_category,retrieved_at
HE12,2026-05-28T01:40:47,105,101,C,0.9619047619047619,0.03809523809523807,Low Risk,2026-05-28 01:42:26
HLM,2026-05-28T01:40:22,583,506,C,0.8679245283018868,0.13207547169811318,Low Risk,2026-05-28 01:42:26
RHM,2026-05-28T01:40:48,329,141,C,0.42857142857142855,0.5714285714285714,Low Risk,2026-05-28 01:42:26
BM29,2026-05-28T01:40:27,96,80,C,0.8333333333333334,0.16666666666666663,Low Risk,2026-05-28 01:42:26
Q81,2026-05-28T01:40:17,97,84,C,0.865979381443299,0.134020618556701,Low Risk,2026-05-28 01:42:26
C20,2026-05-28T01:40:24,176,134,C,0.7613636363636364,0.23863636363636365,Low Risk,2026-05-28 01:42:26
FR3M,2026-05-28T01:40:27,228,168,C,0.7368421052631579,0.26315789473684215,Low Risk,2026-05-28 01:42:26
ACE,2026-05-28T01:40:51,485,447,C,0.9216494845360824,0.07835051546391758,Low Risk,2026-05-28 01:42:26
C6,2026-05-28T01:40:32,332,120,C,0.3614457831325301,0.6385542168674698,Low Risk,2026-05-28 01:42:26
TG2,2026-05-28T01:40:24,273,89,C,0.326007326007326,0.673992673992674,Low Risk,2026-05-28 01:42:26
BP1,2026-05-28T01:40:19,577,272,C,0.4714038128249567,0.5285961871750433,Low Risk,2026-05-28 01:42:26
TG1,2026-05-28T01:40:36,133,63,C,0.47368421052631576,0.5263157894736843,Low Risk,2026-05-28 01:42:26
TGM2,2026-05-28T01:40:24,189,114,C,0.6031746031746031,0.39682539682539686,Low Risk,2026-05-28 01:42:26
TE14,2026-05-28T01:40:12,105,37,C,0.3523809523809524,0.6476190476190475,Low Risk,2026-05-28 01:42:26
BM3,2026-05-28T01:40:30,5,0,C,0.0,1.0,High Risk,2026-05-28 01:42:26
W93,2026-05-28T01:38:03,375,217,C,0.5786666666666667,0.42133333333333334,Low Risk,2026-05-28 01:42:26
HG44,2026-05-28T01:40:52,155,69,C,0.44516129032258067,0.5548387096774193,Low Risk,2026-05-28 01:42:26
HG64,2026-05-28T01:40:36,82,64,C,0.7804878048780488,0.2195121951219512,Low Risk,2026-05-28 01:42:26
PM27,2026-05-28T01:38:01,326,118,C,0.3619631901840491,0.6380368098159509,Low Risk,2026-05-28 01:42:26
PM28,2026-05-28T01:34:34,309,105,C,0.33980582524271846,0.6601941747572815,Low Risk,2026-05-28 01:42:26
TM36,2026-05-28T01:35:04,225,68,C,0.3022222222222222,0.6977777777777778,Low Risk,2026-05-28 01:42:26
TM37,2026-05-28T01:39:16,244,73,C,0.29918032786885246,0.7008196721311475,Medium Risk,2026-05-28 01:42:26
T50,2026-05-28T01:39:31,350,108,C,0.30857142857142855,0.6914285714285715,Low Risk,2026-05-28 01:42:26
T51,2026-05-28T01:39:57,346,46,C,0.1329479768786127,0.8670520231213873,Medium Risk,2026-05-28 01:42:26
TM43,2026-05-28T01:39:37,247,182,C,0.7368421052631579,0.26315789473684215,Low Risk,2026-05-28 01:42:26
T15,2026-05-28T01:39:37,30,17,C,0.5666666666666667,0.43333333333333335,Low Risk,2026-05-28 01:42:26
T16,2026-05-28T01:34:32,109,38,C,0.3486238532110092,0.6513761467889908,Low Risk,2026-05-28 01:42:26
T17,2026-05-28T01:39:43,228,112,C,0.49122807017543857,0.5087719298245614,Low Risk,2026-05-28 01:42:26
T18,2026-05-28T01:38:01,81,56,C,0.691358024691358,0.308641975308642,Low Risk,2026-05-28 01:42:26
B9,2026-05-28T01:38:09,213,129,C,0.6056338028169014,0.3943661971830986,Low Risk,2026-05-28 01:42:26
B10,2026-05-28T01:40:21,516,208,C,0.40310077519379844,0.5968992248062015,Low Risk,2026-05-28 01:42:26
W92,2026-05-28T01:38:12,280,77,C,0.275,0.725,Medium Risk,2026-05-28 01:42:26
WCB,2026-05-28T01:37:57,143,85,C,0.5944055944055944,0.4055944055944056,Low Risk,2026-05-28 01:42:26
ACB,2026-05-28T01:36:45,91,64,C,0.7032967032967034,0.29670329670329665,Low Risk,2026-05-28 01:42:26
CY,2026-05-28T01:36:45,36,19,C,0.5277777777777778,0.4722222222222222,Low Risk,2026-05-28 01:42:26
AM46,2026-05-28T01:31:58,403,73,C,0.18114143920595532,0.8188585607940446,Medium Risk,2026-05-28 01:42:26
A12,2026-05-28T01:40:11,194,105,C,0.5412371134020618,0.4587628865979382,Low Risk,2026-05-28 01:42:26
BE45,2026-05-28T01:40:29,363,60,C,0.1652892561983471,0.8347107438016529,Medium Risk,2026-05-28 01:42:26
BE39,2026-05-28T01:40:37,705,107,C,0.15177304964539007,0.8482269503546099,Medium Risk,2026-05-28 01:42:26
W74,2026-05-28T01:38:32,365,168,C,0.4602739726027397,0.5397260273972603,Low Risk,2026-05-28 01:42:26
Y79M,2026-05-28T01:38:15,453,163,C,0.3598233995584989,0.640176600441501,Low Risk,2026-05-28 01:42:26
CR29,2026-05-28T01:39:39,72,16,C,0.2222222222222222,0.7777777777777778,Medium Risk,2026-05-28 01:42:26
KLM,2026-05-28T01:39:39,348,270,C,0.7758620689655172,0.22413793103448276,Low Risk,2026-05-28 01:42:26
SE34,2026-05-28T01:40:21,270,62,C,0.22962962962962963,0.7703703703703704,Medium Risk,2026-05-28 01:42:26
KB7,2026-05-28T01:40:12,65,63,C,0.9692307692307692,0.03076923076923077,Low Risk,2026-05-28 01:42:26
SE31,2026-05-28T01:40:14,187,0,C,0.0,1.0,High Risk,2026-05-28 01:42:26
J56,2026-05-28T01:34:56,15,13,C,0.8666666666666667,0.1333333333333333,Low Risk,2026-05-28 01:42:26
J57,2026-05-28T01:40:53,363,356,C,0.9807162534435262,0.019283746556473802,Low Risk,2026-05-28 01:42:26
J57L,2026-05-28T01:40:53,13,10,C,0.7692307692307693,0.23076923076923073,Low Risk,2026-05-28 01:42:26
J33,2026-05-28T01:40:29,136,46,C,0.3382352941176471,0.6617647058823529,Low Risk,2026-05-28 01:42:26
J34,2026-05-28T01:37:47,105,32,C,0.3047619047619048,0.6952380952380952,Low Risk,2026-05-28 01:42:26
BL8,2026-05-28T01:40:44,657,331,C,0.5038051750380518,0.4961948249619482,Low Risk,2026-05-28 01:42:26
J36,2026-05-28T01:37:43,491,113,C,0.23014256619144602,0.769857433808554,Medium Risk,2026-05-28 01:42:26
J54,2026-05-28T01:38:59,184,114,C,0.6195652173913043,0.3804347826086957,Low Risk,2026-05-28 01:42:26
J55,2026-05-28T01:41:01,132,99,C,0.75,0.25,Low Risk,2026-05-28 01:42:26
J43,2026-05-28T01:39:53,190,57,C,0.3,0.7,Low Risk,2026-05-28 01:42:26
J46,2026-05-28T01:38:32,63,43,C,0.6825396825396826,0.31746031746031744,Low Risk,2026-05-28 01:42:26
KB1,2026-05-28T01:36:16,239,238,C,0.99581589958159,0.004184100418409997,Low Risk,2026-05-28 01:42:26
GBM,2026-05-28T01:36:16,677,674,C,0.9955686853766618,0.004431314623338234,Low Risk,2026-05-28 01:42:26
SE14,2026-05-28T01:40:36,187,57,C,0.3048128342245989,0.6951871657754011,Low Risk,2026-05-28 01:42:26
SE50,2026-05-28T01:40:36,591,371,C,0.6277495769881557,0.3722504230118443,Low Risk,2026-05-28 01:42:26
J40,2026-05-28T01:40:43,206,39,C,0.18932038834951456,0.8106796116504854,Medium Risk,2026-05-28 01:42:26
JM1,2026-05-28T01:36:26,268,142,C,0.5298507462686567,0.4701492537313433,Low Risk,2026-05-28 01:42:26
J32,2026-05-28T01:36:26,199,88,C,0.44221105527638194,0.5577889447236181,Low Risk,2026-05-28 01:42:26
A11,2026-05-28T01:40:48,410,221,C,0.5390243902439025,0.4609756097560975,Low Risk,2026-05-28 01:42:26
TR1,2026-05-28T01:39:54,361,96,C,0.2659279778393352,0.7340720221606648,Medium Risk,2026-05-28 01:42:26
JBM,2026-05-28T01:40:40,328,215,C,0.6554878048780488,0.3445121951219512,Low Risk,2026-05-28 01:42:26
TE2,2026-05-28T01:41:01,213,135,C,0.6338028169014085,0.3661971830985915,Low Risk,2026-05-28 01:42:26
CR31,2026-05-28T01:38:23,87,10,C,0.11494252873563218,0.8850574712643678,Medium Risk,2026-05-28 01:42:26
J1,2026-05-28T01:39:35,368,165,C,0.4483695652173913,0.5516304347826086,Low Risk,2026-05-28 01:42:26
J2,2026-05-28T01:40:34,200,77,C,0.385,0.615,Low Risk,2026-05-28 01:42:26
J3,2026-05-28T01:38:33,308,133,C,0.4318181818181818,0.5681818181818181,Low Risk,2026-05-28 01:42:26
T37,2026-05-28T01:40:09,1163,539,C,0.46345657781599314,0.5365434221840069,Low Risk,2026-05-28 01:42:26
KB3,2026-05-28T01:38:08,149,72,C,0.48322147651006714,0.5167785234899329,Low Risk,2026-05-28 01:42:26
KBM,2026-05-28T01:39:38,239,156,C,0.6527196652719666,0.34728033472803344,Low Risk,2026-05-28 01:42:26
J4,2026-05-28T01:37:53,172,54,C,0.313953488372093,0.686046511627907,Low Risk,2026-05-28 01:42:26
TGM1,2026-05-28T01:40:56,388,182,C,0.4690721649484536,0.5309278350515464,Low Risk,2026-05-28 01:42:26
TG3,2026-05-28T01:40:22,208,88,C,0.4230769230769231,0.5769230769230769,Low Risk,2026-05-28 01:42:26
TG6,2026-05-28T01:40:22,176,91,C,0.5170454545454546,0.4829545454545454,Low Risk,2026-05-28 01:42:26
TG7,2026-05-28T01:40:22,362,168,C,0.46408839779005523,0.5359116022099448,Low Risk,2026-05-28 01:42:26
CR30,2026-05-28T01:38:59,54,15,C,0.2777777777777778,0.7222222222222222,Medium Risk,2026-05-28 01:42:26
RCM,2026-05-28T01:38:50,151,69,C,0.45695364238410596,0.543046357615894,Low Risk,2026-05-28 01:42:26
EPM,2026-05-28T01:40:36,286,134,C,0.46853146853146854,0.5314685314685315,Low Risk,2026-05-28 01:42:26
TGM3,2026-05-28T01:40:36,553,220,C,0.39783001808318263,0.6021699819168174,Low Risk,2026-05-28 01:42:26
KB14,2026-05-28T01:40:56,58,54,C,0.9310344827586207,0.06896551724137934,Low Risk,2026-05-28 01:42:26
J41,2026-05-28T01:40:58,361,93,C,0.25761772853185594,0.7423822714681441,Medium Risk,2026-05-28 01:42:26
JBM2,2026-05-28T01:41:01,144,45,C,0.3125,0.6875,Low Risk,2026-05-28 01:42:26
J39,2026-05-28T01:40:03,283,110,C,0.38869257950530034,0.6113074204946997,Low Risk,2026-05-28 01:42:26
J52,2026-05-28T01:39:12,626,176,C,0.28115015974440893,0.7188498402555911,Medium Risk,2026-05-28 01:42:26
J51,2026-05-28T01:38:18,494,152,C,0.3076923076923077,0.6923076923076923,Low Risk,2026-05-28 01:42:26
J53,2026-05-28T01:38:58,212,59,C,0.2783018867924528,0.7216981132075472,Medium Risk,2026-05-28 01:42:26
T19,2026-05-28T01:40:31,881,323,C,0.36662883087400683,0.6333711691259931,Low Risk,2026-05-28 01:42:26
J49,2026-05-28T01:39:02,482,109,C,0.22614107883817428,0.7738589211618258,Medium Risk,2026-05-28 01:42:26
J27,2026-05-28T01:37:54,217,0,C,0.0,1.0,High Risk,2026-05-28 01:42:26
TB14,2026-05-28T01:40:45,43,7,C,0.16279069767441862,0.8372093023255813,Medium Risk,2026-05-28 01:42:26
U19,2026-05-28T01:40:01,501,253,C,0.5049900199600799,0.49500998003992014,Low Risk,2026-05-28 01:42:26
U6,2026-05-28T01:38:08,95,67,C,0.7052631578947368,0.2947368421052632,Low Risk,2026-05-28 01:42:26
U45,2026-05-28T01:40:01,159,59,C,0.3710691823899371,0.628930817610063,Low Risk,2026-05-28 01:42:26
BBM7,2026-05-28T01:37:57,175,157,C,0.8971428571428571,0.10285714285714287,Low Risk,2026-05-28 01:42:26
BE12,2026-05-28T01:40:28,459,164,C,0.3572984749455338,0.6427015250544662,Low Risk,2026-05-28 01:42:26
HG41,2026-05-28T01:40:30,461,118,C,0.2559652928416486,0.7440347071583514,Medium Risk,2026-05-28 01:42:26
HG43,2026-05-28T01:37:11,487,184,C,0.37782340862423,0.62217659137577,Low Risk,2026-05-28 01:42:26
MN1,2026-05-28T01:40:32,257,71,C,0.27626459143968873,0.7237354085603113,Medium Risk,2026-05-28 01:42:26
MNRM,2026-05-28T01:37:33,350,178,C,0.5085714285714286,0.49142857142857144,Low Risk,2026-05-28 01:42:26
MN2,2026-05-28T01:40:43,303,92,C,0.30363036303630364,0.6963696369636964,Low Risk,2026-05-28 01:42:26
C7,2026-05-28T01:40:21,30,0,C,0.0,1.0,High Risk,2026-05-28 01:42:26
C17,2026-05-28T01:39:32,46,23,C,0.5,0.5,Low Risk,2026-05-28 01:42:26
C20M,2026-05-28T01:40:41,550,460,C,0.8363636363636363,0.1636363636363637,Low Risk,2026-05-28 01:42:26
T41,2026-05-28T01:40:19,202,144,C,0.7128712871287128,0.28712871287128716,Low Risk,2026-05-28 01:42:26
T42,2026-05-28T01:39:12,86,35,C,0.4069767441860465,0.5930232558139534,Low Risk,2026-05-28 01:42:26
TM42,2026-05-28T01:39:03,261,234,C,0.896551724137931,0.10344827586206895,Low Risk,2026-05-28 01:42:26
J48,2026-05-28T01:34:15,744,284,C,0.3817204301075269,0.6182795698924731,Low Risk,2026-05-28 01:42:26
BH1,2026-05-28T01:37:22,57,45,C,0.7894736842105263,0.21052631578947367,Low Risk,2026-05-28 01:42:26
BH2,2026-05-28T01:38:00,45,32,C,0.7111111111111111,0.28888888888888886,Low Risk,2026-05-28 01:42:26
BKE7,2026-05-28T01:35:29,171,130,C,0.7602339181286549,0.23976608187134507,Low Risk,2026-05-28 01:42:26
BR5,2026-05-28T01:40:21,152,52,C,0.34210526315789475,0.6578947368421053,Low Risk,2026-05-28 01:42:26
BRM3,2026-05-28T01:38:38,406,208,C,0.5123152709359606,0.48768472906403937,Low Risk,2026-05-28 01:42:26
BRM4,2026-05-28T01:40:57,176,51,C,0.2897727272727273,0.7102272727272727,Medium Risk,2026-05-28 01:42:26
M16,2026-05-28T01:35:20,128,56,C,0.4375,0.5625,Low Risk,2026-05-28 01:42:26
M20,2026-05-28T01:35:00,30,1,C,0.03333333333333333,0.9666666666666667,High Risk,2026-05-28 01:42:26
M35,2026-05-28T01:35:20,73,12,C,0.1643835616438356,0.8356164383561644,Medium Risk,2026-05-28 01:42:26
M36,2026-05-28T01:35:21,16,1,C,0.0625,0.9375,High Risk,2026-05-28 01:42:26
